,Name,Prices,Page,Format,Language,Pub Date,Publisher,Author,Dimensions,Categories
2158,Dying of Whiteness: How the Politics of Racial Resentment Is Killing America's Heartland,18.59,368,Paperback,English,"May 12, 2020",Basic Books,Jonathan M. Metzl,5.4 X 8.0 X 1.1 inches | 0.7 pounds,Public Health   Disease & Health Issues   Public Policy - Social Policy   Health Care Delivery   Discrimination & Race Relations   Race & Ethnic Relations   
2159,Collected Stories,17.95,288,Paperback,English,"March 15, 2018",Northwestern University Press,Bruno Schulz,6.0 X 8.9 X 0.8 inches | 0.85 pounds,Classics   Literary   
2160,The Salt Eaters,14.83,304,Paperback,English,"June 30, 1992",Vintage,Toni Cade Bambara,5.26 X 7.98 X 0.64 inches | 0.5 pounds,Literary   Political   African American - Historical   
2161,Nfts Are a Scam / Nfts Are the Future: The Early Years: 2020-2023,26.04,304,Hardcover,English,"May 16, 2023",MCD,Bobby Hundreds,5.67 X 8.46 X 1.15 inches | 0.88 pounds,Industries - Fashion & Textile Industry   Fashion & Accessories   Bitcoin & Cryptocurrencies   E-Commerce - Online Trading   Money & Monetary Policy   
2162,Sissy: A Coming-Of-Gender Story,16.74,352,Paperback,English,"March 03, 2020",G.P. Putnam's Sons,Jacob Tobia,5.4 X 8.1 X 0.8 inches | 0.6 pounds,Personal Memoirs   LGBT   Social Activists   
2163,"Reclaiming Two-Spirits: Sexuality, Spiritual Renewal & Sovereignty in Native America",20.41,368,Paperback,English,"April 25, 2023",Beacon Press,Gregory Smithers,5.8 X 9.0 X 1.2 inches | 1.25 pounds,Native American   
2164,"Climate Optimism: Celebrating Systemic Change Around the World (Environmental Sustainability, Doing Good Things, Book for Activists)",21.38,256,Paperback,English,"April 11, 2023",Mango,Zahra Biabani,8.3 X 5.4 X 0.7 inches | 0.45 pounds,Life Sciences - Ecology   Global Warming & Climate Change   Green Lifestyle   Environmentalists & Naturalists   Social Activists   Development - Sustainable Development   Environmental Conservation & Protection - General   Political Ideologies - Conservatism & Liberalism   Public Policy - Environmental Policy   Commentary & Opinion   Earth Sciences - Meteorology & Climatology   Environmental Science (see also Chemistry - Environmental)   
2165,More Is More: Get Loose in the Kitchen: A Cookbook,32.55,304,Hardcover,English,"October 10, 2023",Clarkson Potter Publishers,Molly Baz,0.0 X 0.0 X 0.0 inches | 1.25 pounds,Methods - Quick & Easy   Reference   Courses & Dishes - General   
2166,The Jews of Summer: Summer Camp and Jewish Culture in Postwar America,103.50,304,Hardcover,English,"February 21, 2023",Stanford University Press,Sandra Fox,6.1 X 9.1 X 0.9 inches | 1.06 pounds,Jewish - General   United States - 20th Century   Children's Studies   Camping   
2167,Gratitude,23.25,64,Hardcover,English,"November 24, 2015",Knopf Publishing Group,Oliver Sacks,5.13 X 6.98 X 0.47 inches | 0.38 pounds,Personal Memoirs   Essays   Essays   
2168,The Purpose of Power: How We Come Together When We Fall Apart,16.74,352,Paperback,English,"September 07, 2021",One World,Alicia Garza,5.2 X 8.0 X 0.75 inches | 0.62 pounds,Ethnic Studies - African American Studies   Public Policy - Social Policy   Discrimination & Race Relations   
2169,Witness: Stories,25.11,240,Hardcover,English,"August 01, 2023","Farrar, Straus and Giroux",Jamel Brinkley,5.38 X 8.25 X 1.0 inches | 1.0 pounds,Short Stories (single author)   African American - General   World Literature - American - 21st Century   
2170,The Call-Out: A Novel in Rhyme,13.90,192,Paperback,English,"October 25, 2022",Seven Stories Press,Cat Fitzpatrick,5.4 X 8.1 X 0.5 inches | 0.55 pounds,LGBT - Transgender   Own Voices   
2171,"The Advice Trap: Be Humble, Stay Curious & Change the Way You Lead Forever",13.90,248,Paperback,English,"February 29, 2020","Page Two Books, Inc.",Michael Bungay Stanier,5.2 X 7.4 X 0.8 inches | 0.65 pounds,Careers - General   Management - General   Leadership   Mentoring & Coaching   
2172,When the Hibiscus Falls,16.69,256,Paperback,English,"June 13, 2023",Coffee House Press,M. Evelina Galang,5.5 X 8.1 X 0.9 inches | 0.65 pounds,Short Stories (single author)   Literary   Asian American   Cultural Heritage   
2173,Sucker,25.11,288,Hardcover,English,"July 11, 2023",Anchor Books,Daniel Hornsby,6.13 X 9.25 X 0.72 inches | 1.15 pounds,Horror - General   Satire   Humorous - Black Humor   
2174,The 2-Hour Cocktail Party: How to Build Big Relationships with Small Gatherings,16.73,276,Paperback,English,"June 14, 2022",Lioncrest Publishing,Nick Gray,5.5 X 8.5 X 0.58 inches | 0.71 pounds,Communication & Social Skills   Economics - Social & Behavioral   General   
2175,Homesickness,25.11,224,Hardcover,English,"May 03, 2022",Grove Press,Colin Barrett,5.7 X 8.1 X 1.1 inches | 0.75 pounds,Literary   Short Stories (single author)   
2176,Money Magic: Practical Wisdom and Empowering Rituals to Heal Your Finances,18.55,208,Hardcover,English,"March 01, 2022",Chronicle Books,Jessie Susannah Karnatz,6.22 X 8.11 X 0.94 inches | 1.2 pounds,Inspiration & Personal Growth   Personal Finance - General   
2177,"Ducks, Newburyport",21.34,1040,Paperback,English,"September 10, 2019",Biblioasis,Lucy Ellmann,5.0 X 7.6 X 2.7 inches | 1.72 pounds,Women   Family Life - General   Small Town & Rural   Literary   Political   Animals   
2178,Still Born,25.10,224,Hardcover,English,"August 08, 2023",Bloomsbury Publishing,Guadalupe Nettel,5.51 X 8.25 X 1.0 inches | 1.0 pounds,Literary   Women   Family Life - General   
2179,Cycling Atlas Europe: The 350 Most Beautiful Cycling Trips in Europe,37.15,304,Paperback,English,"March 21, 2023",Universe Publishing(NY),Claude Droussent,6.54 X 8.98 X 1.1 inches | 1.94 pounds,Cycling   Pictorials (see also Photography - Subjects & Themes - Regional)   Special Interest - Bicycling   
2180,Just Us: An American Conversation,18.60,360,Paperback,English,"September 07, 2021",Graywolf Press,Claudia Rankine,6.0 X 8.9 X 0.9 inches | 1.5 pounds,"Essays   American - African American   Ethnic Studies - African American Studies   Cultural, Ethnic & Regional - General   Anthropology - Cultural & Social   Ethnic Studies - American - General   Ethnic Studies - General   "
2181,Yiayia: Time-Perfected Recipes from Greece's Grandmothers,37.20,256,Hardcover,English,"May 30, 2023",Hardie Grant Books,Anastasia Miari,7.6 X 9.8 X 1.1 inches | 2.35 pounds,Regional & Ethnic - Greek   
2182,"Fatal Invention: How Science, Politics, and Big Business Re-Create Race in the Twenty-First Century",18.55,388,Paperback,English,"September 01, 2012",New Press,Dorothy Roberts,5.4 X 8.2 X 1.1 inches | 0.98 pounds,Philosophy & Social Aspects   Life Sciences - Genetics & Genomics   Discrimination & Race Relations   
2183,The Beautiful Thing That Awaits Us All,14.87,304,Paperback,English,"July 01, 2014",Night Shade Books,Laird Barron,5.9 X 8.9 X 0.9 inches | 0.88 pounds,Horror - General   Occult & Supernatural   Short Stories (single author)   
2184,The Melancholy of Resistance,15.76,320,Paperback,English,"June 17, 2002",New Directions Publishing Corporation,László Krasznahorkai,5.42 X 0.84 X 7.8 inches | 0.72 pounds,General   
2185,We've Got This: Essays by Disabled Parents,20.46,304,Paperback,English,"May 02, 2023",Scribe Us,Eliza Hull,6.0 X 9.1 X 0.9 inches | 0.85 pounds,People with Disabilities   Personal Memoirs   Parenting - General   Diseases - General   
2186,The Line of Beauty,18.60,448,Paperback,English,"October 01, 2005",Bloomsbury USA,Alan Hollinghurst,5.47 X 8.42 X 1.17 inches | 0.89 pounds,Literary   LGBT - Gay   Political   
2187,Relatively Complicated,15.80,264,Paperback,English,"February 14, 2023",Hadleigh House LLC,Stacey Potter,5.5 X 8.5 X 0.6 inches | 0.75 pounds,Romance - Contemporary   Romance - Sports   
2188,The Grid: The Fraying Wires Between Americans and Our Energy Future,18.59,384,Paperback,English,"July 11, 2017",Bloomsbury USA,Gretchen Bakke,5.4 X 8.3 X 1.3 inches | 0.86 pounds,History   Public Policy - Energy Policy   Physics - Electricity   
2189,His Truth Is Marching on: John Lewis and the Power of Hope,,368,Paperback,English,"September 07, 2021",Random House Trade,Jon Meacham,5.2 X 7.95 X 0.9 inches | 0.75 pounds,Political   Social Activists   African American   
2190,Democracy in Chains: The Deep History of the Radical Right's Stealth Plan for America,16.74,384,Paperback,English,"June 05, 2018",Penguin Books,Nancy MacLean,5.5 X 8.3 X 0.9 inches | 0.65 pounds,Political Ideologies - Libertarianism   United States - General   Political Ideologies - Conservatism & Liberalism   
2191,The Twelve Chairs,21.34,546,Paperback,English,"October 30, 2011",Northwestern University Press,Ilya Ilf,5.1 X 1.7 X 7.5 inches | 1.5 pounds,Action & Adventure   Classics   
2192,Be Useful: Seven Tools for Life,26.04,288,Hardcover,English,"October 10, 2023",Penguin Press,Arnold Schwarzenegger,6.0 X 8.5 X 0.63 inches | 0.96 pounds,Personal Memoirs   Inspiration & Personal Growth   Personal Growth - Success   
2193,This Body I Wore: A Memoir,26.04,336,Hardcover,English,"May 24, 2022","Farrar, Straus and Giroux",Diana Goetsch,5.76 X 8.59 X 1.08 inches | 0.98 pounds,Personal Memoirs   LGBT   
2194,Kristin Lavransdatter: (Penguin Classics Deluxe Edition),,1168,Paperback,English,"September 27, 2005",Penguin Group,Sigrid Undset,5.6 X 8.4 X 2.01 inches | 2.62 pounds,Classics   Historical - General   Literary   Family Life - General   Sagas   Romance - Historical - Medieval   Women   
2195,Still Writing: The Perils and Pleasures of a Creative Life (10th Anniversary Edition),15.81,256,Paperback,English,"February 21, 2023",Grove Press,Dani Shapiro,5.0 X 7.2 X 0.5 inches | 0.4 pounds,Style Manuals   Personal Memoirs   
2196,Shaken Loose,17.99,420,Paperback,English,"July 05, 2023",Hypatia Press,Ilana Debare,5.5 X 8.5 X 0.93 inches | 1.17 pounds,Science Fiction - Action & Adventure   
2197,A Long Time Dead,22.27,412,Paperback,English,"May 16, 2023",Bywater Books,Samara Breger,5.4 X 8.4 X 1.0 inches | 1.1 pounds,Romance - Paranormal - Vampires   Horror - General   
2198,The Unlikely Village of Eden: A Memoir,18.55,268,Paperback,English,"May 09, 2023",Central Recovery Press,Emma Nadler,5.9 X 8.9 X 0.9 inches | 0.71 pounds,Personal Memoirs   People with Disabilities   Children with Special Needs   Parenting - Motherhood   
2199,Eat Like a Fish: My Adventures Farming the Ocean to Fight Climate Change,16.69,320,Paperback,English,"March 27, 2020",Vintage,Bren Smith,5.5 X 8.0 X 0.7 inches | 0.5 pounds,Culinary   Essays & Narratives   Plants - Aquatic   Environmental Conservation & Protection - General   Global Warming & Climate Change   Agriculture & Food   Agriculture - Sustainable Agriculture   
2200,The Margot Affair,15.81,352,Paperback,English,"March 02, 2021",Hogarth Press,Sanaë Lemoine,5.1 X 7.9 X 0.9 inches | 0.55 pounds,Literary   Women   Family Life - General   
2201,Feminist City: Claiming Space in a Man-Made World,18.55,224,Paperback,English,"September 14, 2021",Verso,Leslie Kern,5.5 X 8.4 X 0.4 inches | 0.48 pounds,Human Geography   Women's Studies   Feminism & Feminist Theory   General   Public Policy - City Planning & Urban Development   Sociology - Urban   Gender Studies   
2202,Under the Iron Heel: The Wobblies and the Capitalist War on Radical Workers,34.95,360,Hardcover,English,"October 25, 2022",University of California Press,Ahmed White,5.91 X 9.06 X 1.26 inches | 1.54 pounds,United States - 20th Century   History & Theory - General   Labor & Industrial Relations   Legal History   
2203,Weird But True Knowitall: Ancient Egypt,12.08,192,Paperback,English,"August 27, 2019",National Geographic Kids,Sarah Wassner Flynn,5.9 X 8.9 X 0.3 inches | 1.0 pounds,Ancient - Egypt   General   
2204,"Road Trip! Coloring Book: Color Your Way to National Parks, Landmarks, and Roadside Attractions: A Coloring Book",13.94,96,Paperback,English,"May 09, 2023",Clarkson Potter Publishers,Potter Gift,8.0 X 8.0 X 0.6 inches | 0.75 pounds,Subjects & Themes - Landscapes & Seascapes   Coloring Books   Parks & Campgrounds   
2205,Bub: Essays from Just North of Nashville,15.81,190,Paperback,English,"November 02, 2022",University of Iowa Press,Drew Bratcher,5.6 X 8.1 X 1.1 inches | 0.55 pounds,Music   Essays   
2206,"Good News, Planet Earth: What's Being Done to Save Our World, and What You Can Do Too!",16.74,224,Paperback,English,"June 13, 2023",DK Publishing (Dorling Kindersley),Sam Bentley,5.8 X 7.7 X 0.9 inches | 1.01 pounds,Environmental Conservation & Protection - General   Global Warming & Climate Change   Green Lifestyle   
2207,The Boys of My Youth,14.87,224,Paperback,English,"January 29, 1999",Back Bay Books,Jo Ann Beard,5.4 X 0.7 X 8.2 inches | 0.5 pounds,Women   
2208,"Philadelphia, Corrupt and Consenting: A City's Struggle Against an Epithet",27.90,249,Hardcover,English,"May 05, 2023",Temple University Press,Brett H. Mandel,6.33 X 9.19 X 0.97 inches | 1.1 pounds,"United States - State & Local - Middle Atlantic (DC, DE, MD, NJ, NY, PA)   American Government - State   Sociology - Urban   General   "
2209,Liberated: The Radical Art and Life of Claude Cahun,18.55,96,Hardcover,English,"September 12, 2023",Getty Publications,Kaz Rowe,0.0 X 0.0 X 0.0 inches | 0.0 pounds,General   Nonfiction - Biography & Memoir   LGBT   
2210,Still Life with Oysters and Lemon: On Objects and Intimacy,14.88,80,Paperback,English,"January 19, 2002",Beacon Press,Mark Doty,5.51 X 8.46 X 0.3 inches | 0.25 pounds,American - General   Criticism & Theory   Personal Memoirs   
2211,Who Killed My Father,12.04,96,Paperback,English,"May 02, 2023",New Directions Publishing Corporation,Edouard Louis,4.53 X 7.05 X 0.29 inches | 0.2 pounds,Literary Figures   Poverty & Homelessness   Disease & Health Issues   Personal Memoirs   LGBT   Europe - France   
2212,Faith Driven Entrepreneur: What It Takes to Step Into Your Purpose and Pursue Your God-Given Call to Create,21.38,192,Hardcover,English,"August 31, 2021",Tyndale Momentum,Henry Kaestner,5.67 X 8.35 X 0.94 inches | 0.7 pounds,Entrepreneurship   Christian Living - Professional Growth   Christian Living - Leadership & Mentoring   
2213,"Believe to Achieve: See the Invisible, Do the Impossible",17.99,224,Paperback,English,"June 05, 2018",Atria Books,Howard White,5.9 X 8.9 X 0.7 inches | 0.57 pounds,"Motivational & Inspirational   Inspiration & Personal Growth   Personal Growth - General   Cultural, Ethnic & Regional - General   "
2214,I Love My People,14.87,96,Hardcover,English,"July 11, 2023",Broadleaf Books,Kim Singleton,0.0 X 0.0 X 0.0 inches | 0.5 pounds,African American   American - African American   Activism & Social Justice   
2215,The Hobbit Illustrated by the Author,69.75,432,Hardcover,English,"September 19, 2023",William Morrow & Company,J. R. R. Tolkien,0.0 X 0.0 X 0.0 inches | 0.0 pounds,"Fantasy - Epic   Fairy Tales, Folk Tales, Legends & Mythology   Classics   Literary   "
2216,Leaving Church: A Memoir of Faith,14.87,272,Paperback,English,"May 01, 2012",HarperOne,Barbara Brown Taylor,5.31 X 8.01 X 0.67 inches | 0.46 pounds,Religious   Women   Personal Memoirs   Christianity - Literature & the Arts   Spirituality   
2217,The Inheritance of Loss,15.81,384,Paperback,English,"August 29, 2006",Grove Press,Kiran Desai,5.51 X 8.2 X 1.04 inches | 0.76 pounds,Literary   Family Life - General   Cultural Heritage   
2218,Menewood,32.55,720,Hardcover,English,"October 03, 2023",MCD,Nicola Griffith,6.0 X 9.0 X 1.0 inches | 1.0 pounds,Historical - Medieval   Literary   
2219,Direct Sunlight: Stories,18.60,248,Paperback,English,"June 15, 2023",Triquarterly Books,Christine Sneed,0.0 X 0.0 X 0.0 inches | 1.01 pounds,Short Stories (single author)   Women   
2220,"Red Earth, White Lies",22.95,288,Paperback,English,"August 01, 1997",Fulcrum Publishing,Jr. Vine Deloria,5.9 X 8.9 X 0.9 inches | 1.2 pounds,Folklore & Mythology   Philosophy & Social Aspects   Ethnic Studies - Native American Studies   
2221,The Zone of Interest,14.83,320,Paperback,English,"July 07, 2015",Vintage,Martin Amis,5.2 X 8.0 X 0.7 inches | 0.5 pounds,Literary   Historical - General   Cultural Heritage   
2222,Hot Springs Drive,25.11,320,Hardcover,English,"November 04, 2023",Roxane Gay Books,Lindsay Hunter,0.0 X 0.0 X 0.0 inches | 0.0 pounds,"BISAC   m   Science Fiction   Horror   Romance   Arts & Photography   Biography & Memoir   Business & Investing    Kids   Cooking & Wine   Fantasy   Mystery, Thrillers, & Crime   Travel   YA   Science & Technology   Self Development & Hobbies   Spirituality & Religion   Poetry   Nonfiction   Literature & Fiction   Comics & Graphic Novels   History   Humor & Games   Best Sellers   En Español   Historical Fiction   Manga   Games & Puzzles   Fiction   Gift Cards   New Books   LGBTQ+ Fiction   LGBTQ+ Nonfiction   Wishlists & Registries   Special Offers   Literary   Women   Family Life - General   Crime   Friendship   "
